Service Type,Prefix,Number Length,From,To,Status,Quantity,Allocatee,Allocation Date,Latest Holder,Latest Transfer Date,Current EROU holder,EROU assignment date,Numbering Area
Freephone,1800,10,1800193460,1800193460,Spare,1,,,,,,,
Freephone,1800,10,1800193462,1800193469,Spare,8,,,,,,,
Freephone,1800,10,1800193471,1800193471,Spare,1,,,,,,,
Freephone,1800,10,1800193473,1800193477,Spare,5,,,,,,,
Freephone,1800,10,1800193479,1800193489,Spare,11,,,,,,,
Freephone,1800,10,1800193491,1800193509,Spare,19,,,,,,,
Freephone,1800,10,1800193511,1800193512,Spare,2,,,,,,,
Freephone,1800,10,1800193514,1800193523,Spare,10,,,,,,,
Freephone,1800,10,1800193525,1800193530,Spare,6,,,,,,,
Freephone,1800,10,1800193533,1800193554,Spare,22,,,,,,,
Freephone,1800,10,1800193556,1800193556,Spare,1,,,,,,,
Freephone,1800,10,1800193558,1800193558,Spare,1,,,,,,,
Freephone,1800,10,1800193560,1800193561,Spare,2,,,,,,,
Freephone,1800,10,1800193563,1800193578,Spare,16,,,,,,,
Freephone,1800,10,1800193580,1800193581,Spare,2,,,,,,,
Freephone,1800,10,1800193583,1800193587,Spare,5,,,,,,,
Freephone,1800,10,1800193589,1800193590,Spare,2,,,,,,,
Freephone,1800,10,1800193592,1800193595,Spare,4,,,,,,,
Freephone,1800,10,1800193597,1800193608,Spare,12,,,,,,,
Freephone,1800,10,1800193610,1800193610,Spare,1,,,,,,,
Freephone,1800,10,1800193613,1800193613,Spare,1,,,,,,,
Freephone,1800,10,1800193615,1800193621,Spare,7,,,,,,,
Freephone,1800,10,1800193623,1800193637,Spare,15,,,,,,,
Freephone,1800,10,1800193639,1800193652,Spare,14,,,,,,,
Freephone,1800,10,1800193654,1800193657,Spare,4,,,,,,,
Freephone,1800,10,1800193659,1800193673,Spare,15,,,,,,,
Freephone,1800,10,1800193675,1800193675,Spare,1,,,,,,,
Freephone,1800,10,1800193679,1800193681,Spare,3,,,,,,,
Freephone,1800,10,1800193684,1800193712,Spare,29,,,,,,,
Freephone,1800,10,1800193714,1800193714,Spare,1,,,,,,,
Freephone,1800,10,1800193716,1800193723,Spare,8,,,,,,,
Freephone,1800,10,1800193727,1800193728,Spare,2,,,,,,,
Freephone,1800,10,1800193730,1800193730,Spare,1,,,,,,,
Freephone,1800,10,1800193732,1800193733,Spare,2,,,,,,,
Freephone,1800,10,1800193735,1800193750,Spare,16,,,,,,,
Freephone,1800,10,1800193752,1800193764,Spare,13,,,,,,,
Freephone,1800,10,1800193766,1800193770,Spare,5,,,,,,,
Freephone,1800,10,1800193772,1800193779,Spare,8,,,,,,,
Freephone,1800,10,1800193782,1800193797,Spare,16,,,,,,,
Freephone,1800,10,1800193799,1800193805,Spare,7,,,,,,,
Freephone,1800,10,1800193807,1800193813,Spare,7,,,,,,,
Freephone,1800,10,1800193815,1800193824,Spare,10,,,,,,,
Freephone,1800,10,1800193827,1800193830,Spare,4,,,,,,,
Freephone,1800,10,1800193832,1800193845,Spare,14,,,,,,,
Freephone,1800,10,1800193848,1800193851,Spare,4,,,,,,,
Freephone,1800,10,1800193853,1800193853,Spare,1,,,,,,,
Freephone,1800,10,1800193855,1800193861,Spare,7,,,,,,,
Freephone,1800,10,1800193863,1800193865,Spare,3,,,,,,,
Freephone,1800,10,1800193867,1800193878,Spare,12,,,,,,,
Freephone,1800,10,1800193880,1800193883,Spare,4,,,,,,,
Freephone,1800,10,1800193885,1800193904,Spare,20,,,,,,,
Freephone,1800,10,1800193906,1800193913,Spare,8,,,,,,,
Freephone,1800,10,1800193915,1800193918,Spare,4,,,,,,,
Freephone,1800,10,1800193920,1800193930,Spare,11,,,,,,,
Freephone,1800,10,1800193935,1800193936,Spare,2,,,,,,,
Freephone,1800,10,1800193938,1800193943,Spare,6,,,,,,,
Freephone,1800,10,1800193945,1800193946,Spare,2,,,,,,,
Freephone,1800,10,1800193948,1800193949,Spare,2,,,,,,,
Freephone,1800,10,1800193951,1800193951,Spare,1,,,,,,,
Freephone,1800,10,1800193953,1800193953,Spare,1,,,,,,,
Freephone,1800,10,1800193955,1800193956,Spare,2,,,,,,,
Freephone,1800,10,1800193959,1800193961,Spare,3,,,,,,,
Freephone,1800,10,1800193963,1800193973,Spare,11,,,,,,,
Freephone,1800,10,1800193975,1800193988,Spare,14,,,,,,,
Freephone,1800,10,1800193990,1800194006,Spare,17,,,,,,,
Freephone,1800,10,1800194008,1800194008,Spare,1,,,,,,,
Freephone,1800,10,1800194010,1800194024,Spare,15,,,,,,,
Freephone,1800,10,1800194026,1800194052,Spare,27,,,,,,,
Freephone,1800,10,1800194055,1800194069,Spare,15,,,,,,,
Freephone,1800,10,1800194071,1800194072,Spare,2,,,,,,,
Freephone,1800,10,1800194075,1800194076,Spare,2,,,,,,,
Freephone,1800,10,1800194079,1800194084,Spare,6,,,,,,,
Freephone,1800,10,1800194086,1800194088,Spare,3,,,,,,,
Freephone,1800,10,1800194090,1800194099,Spare,10,,,,,,,
Freephone,1800,10,1800194101,1800194102,Spare,2,,,,,,,
Freephone,1800,10,1800194104,1800194104,Spare,1,,,,,,,
Freephone,1800,10,1800194106,1800194119,Spare,14,,,,,,,
Freephone,1800,10,1800194121,1800194122,Spare,2,,,,,,,
Freephone,1800,10,1800194124,1800194128,Spare,5,,,,,,,
Freephone,1800,10,1800194130,1800194130,Spare,1,,,,,,,
Freephone,1800,10,1800194132,1800194145,Spare,14,,,,,,,
Freephone,1800,10,1800194147,1800194152,Spare,6,,,,,,,
Freephone,1800,10,1800194154,1800194161,Spare,8,,,,,,,
Freephone,1800,10,1800194163,1800194171,Spare,9,,,,,,,
Freephone,1800,10,1800194173,1800194179,Spare,7,,,,,,,
Freephone,1800,10,1800194181,1800194193,Spare,13,,,,,,,
Freephone,1800,10,1800194196,1800194201,Spare,6,,,,,,,
Freephone,1800,10,1800194203,1800194214,Spare,12,,,,,,,
Freephone,1800,10,1800194216,1800194218,Spare,3,,,,,,,
Freephone,1800,10,1800194220,1800194226,Spare,7,,,,,,,
Freephone,1800,10,1800194228,1800194245,Spare,18,,,,,,,
Freephone,1800,10,1800194247,1800194249,Spare,3,,,,,,,
Freephone,1800,10,1800194251,1800194252,Spare,2,,,,,,,
Freephone,1800,10,1800194255,1800194267,Spare,13,,,,,,,
Freephone,1800,10,1800194271,1800194273,Spare,3,,,,,,,
Freephone,1800,10,1800194275,1800194285,Spare,11,,,,,,,
Freephone,1800,10,1800194288,1800194289,Spare,2,,,,,,,
Freephone,1800,10,1800194291,1800194295,Spare,5,,,,,,,
Freephone,1800,10,1800194297,1800194304,Spare,8,,,,,,,
Freephone,1800,10,1800194306,1800194315,Spare,10,,,,,,,
Freephone,1800,10,1800194317,1800194317,Spare,1,,,,,,,
Freephone,1800,10,1800194320,1800194326,Spare,7,,,,,,,
Freephone,1800,10,1800194328,1800194332,Spare,5,,,,,,,
Freephone,1800,10,1800194334,1800194334,Spare,1,,,,,,,
Freephone,1800,10,1800194336,1800194336,Spare,1,,,,,,,
Freephone,1800,10,1800194338,1800194348,Spare,11,,,,,,,
Freephone,1800,10,1800194350,1800194356,Spare,7,,,,,,,
Freephone,1800,10,1800194358,1800194358,Spare,1,,,,,,,
Freephone,1800,10,1800194360,1800194380,Spare,21,,,,,,,
Freephone,1800,10,1800194383,1800194400,Spare,18,,,,,,,
Freephone,1800,10,1800194402,1800194402,Spare,1,,,,,,,
Freephone,1800,10,1800194404,1800194405,Spare,2,,,,,,,
Freephone,1800,10,1800194407,1800194409,Spare,3,,,,,,,
Freephone,1800,10,1800194411,1800194418,Spare,8,,,,,,,
Freephone,1800,10,1800194420,1800194420,Spare,1,,,,,,,
Freephone,1800,10,1800194422,1800194424,Spare,3,,,,,,,
Freephone,1800,10,1800194426,1800194427,Spare,2,,,,,,,
Freephone,1800,10,1800194429,1800194442,Spare,14,,,,,,,
Freephone,1800,10,1800194444,1800194464,Spare,21,,,,,,,
Freephone,1800,10,1800194466,1800194468,Spare,3,,,,,,,
Freephone,1800,10,1800194471,1800194480,Spare,10,,,,,,,
Freephone,1800,10,1800194482,1800194495,Spare,14,,,,,,,
Freephone,1800,10,1800194497,1800194499,Spare,3,,,,,,,
Freephone,1800,10,1800194501,1800194504,Spare,4,,,,,,,
Freephone,1800,10,1800194506,1800194506,Spare,1,,,,,,,
Freephone,1800,10,1800194508,1800194508,Spare,1,,,,,,,
Freephone,1800,10,1800194510,1800194511,Spare,2,,,,,,,
Freephone,1800,10,1800194513,1800194515,Spare,3,,,,,,,
Freephone,1800,10,1800194517,1800194517,Spare,1,,,,,,,
Freephone,1800,10,1800194521,1800194521,Spare,1,,,,,,,
Freephone,1800,10,1800194523,1800194523,Spare,1,,,,,,,
Freephone,1800,10,1800194526,1800194528,Spare,3,,,,,,,
Freephone,1800,10,1800194531,1800194543,Spare,13,,,,,,,
Freephone,1800,10,1800194545,1800194555,Spare,11,,,,,,,
Freephone,1800,10,1800194557,1800194559,Spare,3,,,,,,,
Freephone,1800,10,1800194561,1800194562,Spare,2,,,,,,,
Freephone,1800,10,1800194564,1800194564,Spare,1,,,,,,,
Freephone,1800,10,1800194567,1800194567,Spare,1,,,,,,,
Freephone,1800,10,1800194569,1800194573,Spare,5,,,,,,,
Freephone,1800,10,1800194575,1800194576,Spare,2,,,,,,,
Freephone,1800,10,1800194578,1800194579,Spare,2,,,,,,,
Freephone,1800,10,1800194581,1800194594,Spare,14,,,,,,,
Freephone,1800,10,1800194596,1800194596,Spare,1,,,,,,,
Freephone,1800,10,1800194598,1800194606,Spare,9,,,,,,,
Freephone,1800,10,1800194608,1800194614,Spare,7,,,,,,,
Freephone,1800,10,1800194617,1800194627,Spare,11,,,,,,,
Freephone,1800,10,1800194629,1800194636,Spare,8,,,,,,,
Freephone,1800,10,1800194638,1800194640,Spare,3,,,,,,,
Freephone,1800,10,1800194642,1800194643,Spare,2,,,,,,,
Freephone,1800,10,1800194645,1800194647,Spare,3,,,,,,,
Freephone,1800,10,1800194650,1800194659,Spare,10,,,,,,,
Freephone,1800,10,1800194661,1800194662,Spare,2,,,,,,,
Freephone,1800,10,1800194664,1800194667,Spare,4,,,,,,,
Freephone,1800,10,1800194669,1800194673,Spare,5,,,,,,,
Freephone,1800,10,1800194675,1800194675,Spare,1,,,,,,,
Freephone,1800,10,1800194677,1800194677,Spare,1,,,,,,,
Freephone,1800,10,1800194682,1800194711,Spare,30,,,,,,,
Freephone,1800,10,1800194713,1800194717,Spare,5,,,,,,,
Freephone,1800,10,1800194719,1800194745,Spare,27,,,,,,,
Freephone,1800,10,1800194747,1800194753,Spare,7,,,,,,,
Freephone,1800,10,1800194755,1800194755,Spare,1,,,,,,,
Freephone,1800,10,1800194758,1800194763,Spare,6,,,,,,,
Freephone,1800,10,1800194765,1800194768,Spare,4,,,,,,,
Freephone,1800,10,1800194771,1800194788,Spare,18,,,,,,,
Freephone,1800,10,1800194792,1800194799,Spare,8,,,,,,,
Freephone,1800,10,1800194801,1800194806,Spare,6,,,,,,,
Freephone,1800,10,1800194808,1800194813,Spare,6,,,,,,,
Freephone,1800,10,1800194815,1800194822,Spare,8,,,,,,,
Freephone,1800,10,1800194824,1800194826,Spare,3,,,,,,,
Freephone,1800,10,1800194828,1800194832,Spare,5,,,,,,,
Freephone,1800,10,1800194835,1800194835,Spare,1,,,,,,,
Freephone,1800,10,1800194837,1800194858,Spare,22,,,,,,,
Freephone,1800,10,1800194860,1800194865,Spare,6,,,,,,,
Freephone,1800,10,1800194867,1800194868,Spare,2,,,,,,,
Freephone,1800,10,1800194870,1800194884,Spare,15,,,,,,,
Freephone,1800,10,1800194886,1800194887,Spare,2,,,,,,,
Freephone,1800,10,1800194889,1800194896,Spare,8,,,,,,,
Freephone,1800,10,1800194898,1800194914,Spare,17,,,,,,,
Freephone,1800,10,1800194916,1800194916,Spare,1,,,,,,,
Freephone,1800,10,1800194918,1800194921,Spare,4,,,,,,,
Freephone,1800,10,1800194923,1800194928,Spare,6,,,,,,,
Freephone,1800,10,1800194930,1800194938,Spare,9,,,,,,,
Freephone,1800,10,1800194940,1800194951,Spare,12,,,,,,,
Freephone,1800,10,1800194953,1800194958,Spare,6,,,,,,,
Freephone,1800,10,1800194960,1800194970,Spare,11,,,,,,,
Freephone,1800,10,1800194972,1800194989,Spare,18,,,,,,,
Freephone,1800,10,1800194991,1800194999,Spare,9,,,,,,,
Freephone,1800,10,1800195001,1800195004,Spare,4,,,,,,,
Freephone,1800,10,1800195006,1800195006,Spare,1,,,,,,,
Freephone,1800,10,1800195009,1800195009,Spare,1,,,,,,,
Freephone,1800,10,1800195011,1800195023,Spare,13,,,,,,,
Freephone,1800,10,1800195025,1800195034,Spare,10,,,,,,,
Freephone,1800,10,1800195036,1800195047,Spare,12,,,,,,,
Freephone,1800,10,1800195049,1800195054,Spare,6,,,,,,,
Freephone,1800,10,1800195056,1800195057,Spare,2,,,,,,,
Freephone,1800,10,1800195059,1800195070,Spare,12,,,,,,,
Freephone,1800,10,1800195072,1800195084,Spare,13,,,,,,,
Freephone,1800,10,1800195086,1800195087,Spare,2,,,,,,,
Freephone,1800,10,1800195089,1800195104,Spare,16,,,,,,,
Freephone,1800,10,1800195106,1800195108,Spare,3,,,,,,,
Freephone,1800,10,1800195110,1800195119,Spare,10,,,,,,,
Freephone,1800,10,1800195121,1800195121,Spare,1,,,,,,,
Freephone,1800,10,1800195125,1800195137,Spare,13,,,,,,,
Freephone,1800,10,1800195139,1800195141,Spare,3,,,,,,,
Freephone,1800,10,1800195143,1800195154,Spare,12,,,,,,,
Freephone,1800,10,1800195156,1800195156,Spare,1,,,,,,,
Freephone,1800,10,1800195158,1800195171,Spare,14,,,,,,,
Freephone,1800,10,1800195173,1800195191,Spare,19,,,,,,,
Freephone,1800,10,1800195193,1800195204,Spare,12,,,,,,,
Freephone,1800,10,1800195207,1800195226,Spare,20,,,,,,,
Freephone,1800,10,1800195229,1800195230,Spare,2,,,,,,,
Freephone,1800,10,1800195232,1800195233,Spare,2,,,,,,,
Freephone,1800,10,1800195235,1800195239,Spare,5,,,,,,,
Freephone,1800,10,1800195241,1800195252,Spare,12,,,,,,,
Freephone,1800,10,1800195254,1800195255,Spare,2,,,,,,,
Freephone,1800,10,1800195257,1800195259,Spare,3,,,,,,,
Freephone,1800,10,1800195261,1800195262,Spare,2,,,,,,,
Freephone,1800,10,1800195264,1800195264,Spare,1,,,,,,,
Freephone,1800,10,1800195266,1800195267,Spare,2,,,,,,,
Freephone,1800,10,1800195270,1800195271,Spare,2,,,,,,,
Freephone,1800,10,1800195273,1800195276,Spare,4,,,,,,,
Freephone,1800,10,1800195278,1800195278,Spare,1,,,,,,,
Freephone,1800,10,1800195280,1800195299,Spare,20,,,,,,,
Freephone,1800,10,1800195301,1800195307,Spare,7,,,,,,,
Freephone,1800,10,1800195309,1800195310,Spare,2,,,,,,,
Freephone,1800,10,1800195312,1800195320,Spare,9,,,,,,,
Freephone,1800,10,1800195322,1800195323,Spare,2,,,,,,,
Freephone,1800,10,1800195325,1800195325,Spare,1,,,,,,,
Freephone,1800,10,1800195327,1800195328,Spare,2,,,,,,,
Freephone,1800,10,1800195330,1800195331,Spare,2,,,,,,,
Freephone,1800,10,1800195333,1800195341,Spare,9,,,,,,,
Freephone,1800,10,1800195343,1800195350,Spare,8,,,,,,,
Freephone,1800,10,1800195352,1800195357,Spare,6,,,,,,,
Freephone,1800,10,1800195359,1800195359,Spare,1,,,,,,,
Freephone,1800,10,1800195361,1800195365,Spare,5,,,,,,,
Freephone,1800,10,1800195368,1800195368,Spare,1,,,,,,,
Freephone,1800,10,1800195370,1800195381,Spare,12,,,,,,,
Freephone,1800,10,1800195383,1800195388,Spare,6,,,,,,,
Freephone,1800,10,1800195390,1800195397,Spare,8,,,,,,,
Freephone,1800,10,1800195399,1800195404,Spare,6,,,,,,,
Freephone,1800,10,1800195406,1800195407,Spare,2,,,,,,,
Freephone,1800,10,1800195409,1800195418,Spare,10,,,,,,,
Freephone,1800,10,1800195421,1800195428,Spare,8,,,,,,,
Freephone,1800,10,1800195430,1800195452,Spare,23,,,,,,,
Freephone,1800,10,1800195454,1800195457,Spare,4,,,,,,,
Freephone,1800,10,1800195461,1800195464,Spare,4,,,,,,,
Freephone,1800,10,1800195466,1800195466,Spare,1,,,,,,,
Freephone,1800,10,1800195468,1800195474,Spare,7,,,,,,,
Freephone,1800,10,1800195476,1800195476,Spare,1,,,,,,,
Freephone,1800,10,1800195478,1800195478,Spare,1,,,,,,,
Freephone,1800,10,1800195480,1800195486,Spare,7,,,,,,,
Freephone,1800,10,1800195488,1800195490,Spare,3,,,,,,,
Freephone,1800,10,1800195492,1800195500,Spare,9,,,,,,,
Freephone,1800,10,1800195502,1800195504,Spare,3,,,,,,,
Freephone,1800,10,1800195506,1800195506,Spare,1,,,,,,,
Freephone,1800,10,1800195508,1800195528,Spare,21,,,,,,,
Freephone,1800,10,1800195530,1800195538,Spare,9,,,,,,,
Freephone,1800,10,1800195540,1800195542,Spare,3,,,,,,,
Freephone,1800,10,1800195544,1800195552,Spare,9,,,,,,,
Freephone,1800,10,1800195554,1800195555,Spare,2,,,,,,,
Freephone,1800,10,1800195557,1800195557,Spare,1,,,,,,,
Freephone,1800,10,1800195559,1800195564,Spare,6,,,,,,,
Freephone,1800,10,1800195566,1800195566,Spare,1,,,,,,,
Freephone,1800,10,1800195568,1800195570,Spare,3,,,,,,,
Freephone,1800,10,1800195572,1800195580,Spare,9,,,,,,,
Freephone,1800,10,1800195582,1800195584,Spare,3,,,,,,,
Freephone,1800,10,1800195586,1800195610,Spare,25,,,,,,,
Freephone,1800,10,1800195612,1800195617,Spare,6,,,,,,,
Freephone,1800,10,1800195620,1800195621,Spare,2,,,,,,,
Freephone,1800,10,1800195623,1800195628,Spare,6,,,,,,,
Freephone,1800,10,1800195630,1800195636,Spare,7,,,,,,,
Freephone,1800,10,1800195638,1800195642,Spare,5,,,,,,,
Freephone,1800,10,1800195644,1800195649,Spare,6,,,,,,,
Freephone,1800,10,1800195651,1800195664,Spare,14,,,,,,,
Freephone,1800,10,1800195667,1800195694,Spare,28,,,,,,,
Freephone,1800,10,1800195696,1800195696,Spare,1,,,,,,,
Freephone,1800,10,1800195698,1800195727,Spare,30,,,,,,,
Freephone,1800,10,1800195729,1800195732,Spare,4,,,,,,,
Freephone,1800,10,1800195734,1800195737,Spare,4,,,,,,,
Freephone,1800,10,1800195739,1800195741,Spare,3,,,,,,,
Freephone,1800,10,1800195744,1800195753,Spare,10,,,,,,,
Freephone,1800,10,1800195756,1800195757,Spare,2,,,,,,,
Freephone,1800,10,1800195759,1800195760,Spare,2,,,,,,,
Freephone,1800,10,1800195762,1800195764,Spare,3,,,,,,,
Freephone,1800,10,1800195767,1800195773,Spare,7,,,,,,,
Freephone,1800,10,1800195775,1800195787,Spare,13,,,,,,,
Freephone,1800,10,1800195790,1800195794,Spare,5,,,,,,,
Freephone,1800,10,1800195796,1800195797,Spare,2,,,,,,,
Freephone,1800,10,1800195799,1800195800,Spare,2,,,,,,,
Freephone,1800,10,1800195802,1800195808,Spare,7,,,,,,,
Freephone,1800,10,1800195810,1800195819,Spare,10,,,,,,,
Freephone,1800,10,1800195821,1800195830,Spare,10,,,,,,,
Freephone,1800,10,1800195832,1800195834,Spare,3,,,,,,,
Freephone,1800,10,1800195836,1800195841,Spare,6,,,,,,,
Freephone,1800,10,1800195843,1800195848,Spare,6,,,,,,,
Freephone,1800,10,1800195850,1800195852,Spare,3,,,,,,,
Freephone,1800,10,1800195855,1800195864,Spare,10,,,,,,,
Freephone,1800,10,1800195867,1800195869,Spare,3,,,,,,,
Freephone,1800,10,1800195872,1800195874,Spare,3,,,,,,,
Freephone,1800,10,1800195876,1800195876,Spare,1,,,,,,,
Freephone,1800,10,1800195878,1800195885,Spare,8,,,,,,,
Freephone,1800,10,1800195887,1800195900,Spare,14,,,,,,,
Freephone,1800,10,1800195902,1800195910,Spare,9,,,,,,,
Freephone,1800,10,1800195912,1800195922,Spare,11,,,,,,,
Freephone,1800,10,1800195924,1800195930,Spare,7,,,,,,,
Freephone,1800,10,1800195932,1800195937,Spare,6,,,,,,,
Freephone,1800,10,1800195939,1800195941,Spare,3,,,,,,,
Freephone,1800,10,1800195943,1800195943,Spare,1,,,,,,,
Freephone,1800,10,1800195945,1800195949,Spare,5,,,,,,,
Freephone,1800,10,1800195951,1800195955,Spare,5,,,,,,,
Freephone,1800,10,1800195958,1800195979,Spare,22,,,,,,,
Freephone,1800,10,1800195981,1800195984,Spare,4,,,,,,,
Freephone,1800,10,1800195986,1800195999,Spare,14,,,,,,,
Freephone,1800,10,1800196001,1800196001,Spare,1,,,,,,,
Freephone,1800,10,1800196003,1800196006,Spare,4,,,,,,,
Freephone,1800,10,1800196008,1800196021,Spare,14,,,,,,,
Freephone,1800,10,1800196023,1800196025,Spare,3,,,,,,,
Freephone,1800,10,1800196027,1800196028,Spare,2,,,,,,,
Freephone,1800,10,1800196030,1800196035,Spare,6,,,,,,,
Freephone,1800,10,1800196037,1800196037,Spare,1,,,,,,,
Freephone,1800,10,1800196040,1800196049,Spare,10,,,,,,,
Freephone,1800,10,1800196051,1800196052,Spare,2,,,,,,,
Freephone,1800,10,1800196054,1800196058,Spare,5,,,,,,,
Freephone,1800,10,1800196060,1800196076,Spare,17,,,,,,,
Freephone,1800,10,1800196078,1800196078,Spare,1,,,,,,,
Freephone,1800,10,1800196080,1800196082,Spare,3,,,,,,,
Freephone,1800,10,1800196084,1800196094,Spare,11,,,,,,,
Freephone,1800,10,1800196097,1800196101,Spare,5,,,,,,,
Freephone,1800,10,1800196104,1800196106,Spare,3,,,,,,,
Freephone,1800,10,1800196108,1800196119,Spare,12,,,,,,,
Freephone,1800,10,1800196121,1800196125,Spare,5,,,,,,,
Freephone,1800,10,1800196127,1800196132,Spare,6,,,,,,,
Freephone,1800,10,1800196134,1800196135,Spare,2,,,,,,,
Freephone,1800,10,1800196137,1800196147,Spare,11,,,,,,,
Freephone,1800,10,1800196150,1800196158,Spare,9,,,,,,,
Freephone,1800,10,1800196160,1800196166,Spare,7,,,,,,,
Freephone,1800,10,1800196168,1800196171,Spare,4,,,,,,,
Freephone,1800,10,1800196173,1800196175,Spare,3,,,,,,,
Freephone,1800,10,1800196177,1800196177,Spare,1,,,,,,,
Freephone,1800,10,1800196179,1800196183,Spare,5,,,,,,,
Freephone,1800,10,1800196185,1800196197,Spare,13,,,,,,,
Freephone,1800,10,1800196199,1800196199,Spare,1,,,,,,,
Freephone,1800,10,1800196201,1800196201,Spare,1,,,,,,,
Freephone,1800,10,1800196203,1800196205,Spare,3,,,,,,,
Freephone,1800,10,1800196207,1800196212,Spare,6,,,,,,,
Freephone,1800,10,1800196214,1800196217,Spare,4,,,,,,,
Freephone,1800,10,1800196219,1800196219,Spare,1,,,,,,,
Freephone,1800,10,1800196221,1800196222,Spare,2,,,,,,,
Freephone,1800,10,1800196224,1800196226,Spare,3,,,,,,,
Freephone,1800,10,1800196228,1800196230,Spare,3,,,,,,,
Freephone,1800,10,1800196232,1800196242,Spare,11,,,,,,,
Freephone,1800,10,1800196244,1800196247,Spare,4,,,,,,,
Freephone,1800,10,1800196250,1800196263,Spare,14,,,,,,,
Freephone,1800,10,1800196265,1800196265,Spare,1,,,,,,,
Freephone,1800,10,1800196267,1800196267,Spare,1,,,,,,,
Freephone,1800,10,1800196269,1800196270,Spare,2,,,,,,,
Freephone,1800,10,1800196272,1800196279,Spare,8,,,,,,,
Freephone,1800,10,1800196281,1800196286,Spare,6,,,,,,,
Freephone,1800,10,1800196288,1800196300,Spare,13,,,,,,,
Freephone,1800,10,1800196303,1800196303,Spare,1,,,,,,,
Freephone,1800,10,1800196305,1800196308,Spare,4,,,,,,,
Freephone,1800,10,1800196310,1800196313,Spare,4,,,,,,,
Freephone,1800,10,1800196315,1800196322,Spare,8,,,,,,,
Freephone,1800,10,1800196324,1800196327,Spare,4,,,,,,,
Freephone,1800,10,1800196330,1800196340,Spare,11,,,,,,,
Freephone,1800,10,1800196342,1800196344,Spare,3,,,,,,,
Freephone,1800,10,1800196346,1800196360,Spare,15,,,,,,,
Freephone,1800,10,1800196362,1800196363,Spare,2,,,,,,,
Freephone,1800,10,1800196365,1800196389,Spare,25,,,,,,,
Freephone,1800,10,1800196391,1800196394,Spare,4,,,,,,,
Freephone,1800,10,1800196396,1800196425,Spare,30,,,,,,,
Freephone,1800,10,1800196427,1800196427,Spare,1,,,,,,,
Freephone,1800,10,1800196429,1800196435,Spare,7,,,,,,,
Freephone,1800,10,1800196437,1800196444,Spare,8,,,,,,,
Freephone,1800,10,1800196446,1800196450,Spare,5,,,,,,,
Freephone,1800,10,1800196452,1800196458,Spare,7,,,,,,,
Freephone,1800,10,1800196460,1800196468,Spare,9,,,,,,,
Freephone,1800,10,1800196470,1800196478,Spare,9,,,,,,,
Freephone,1800,10,1800196480,1800196483,Spare,4,,,,,,,
