Service Type,Prefix,Number Length,From,To,Status,Quantity,Allocatee,Allocation Date,Latest Holder,Latest Transfer Date,Current EROU holder,EROU assignment date,Numbering Area
Freephone,1800,10,1800190012,1800190013,Spare,2,,,,,,,
Freephone,1800,10,1800190015,1800190018,Spare,4,,,,,,,
Freephone,1800,10,1800190021,1800190027,Spare,7,,,,,,,
Freephone,1800,10,1800190029,1800190032,Spare,4,,,,,,,
Freephone,1800,10,1800190034,1800190035,Spare,2,,,,,,,
Freephone,1800,10,1800190037,1800190041,Spare,5,,,,,,,
Freephone,1800,10,1800190043,1800190044,Spare,2,,,,,,,
Freephone,1800,10,1800190046,1800190050,Spare,5,,,,,,,
Freephone,1800,10,1800190052,1800190056,Spare,5,,,,,,,
Freephone,1800,10,1800190059,1800190072,Spare,14,,,,,,,
Freephone,1800,10,1800190075,1800190081,Spare,7,,,,,,,
Freephone,1800,10,1800190083,1800190087,Spare,5,,,,,,,
Freephone,1800,10,1800190091,1800190096,Spare,6,,,,,,,
Freephone,1800,10,1800190098,1800190098,Spare,1,,,,,,,
Freephone,1800,10,1800190101,1800190110,Spare,10,,,,,,,
Freephone,1800,10,1800190112,1800190112,Spare,1,,,,,,,
Freephone,1800,10,1800190114,1800190126,Spare,13,,,,,,,
Freephone,1800,10,1800190128,1800190138,Spare,11,,,,,,,
Freephone,1800,10,1800190140,1800190141,Spare,2,,,,,,,
Freephone,1800,10,1800190143,1800190151,Spare,9,,,,,,,
Freephone,1800,10,1800190153,1800190155,Spare,3,,,,,,,
Freephone,1800,10,1800190159,1800190167,Spare,9,,,,,,,
Freephone,1800,10,1800190169,1800190178,Spare,10,,,,,,,
Freephone,1800,10,1800190180,1800190181,Spare,2,,,,,,,
Freephone,1800,10,1800190184,1800190186,Spare,3,,,,,,,
Freephone,1800,10,1800190188,1800190188,Spare,1,,,,,,,
Freephone,1800,10,1800190191,1800190198,Spare,8,,,,,,,
Freephone,1800,10,1800190200,1800190200,Spare,1,,,,,,,
Freephone,1800,10,1800190202,1800190205,Spare,4,,,,,,,
Freephone,1800,10,1800190207,1800190210,Spare,4,,,,,,,
Freephone,1800,10,1800190212,1800190212,Spare,1,,,,,,,
Freephone,1800,10,1800190214,1800190222,Spare,9,,,,,,,
Freephone,1800,10,1800190224,1800190229,Spare,6,,,,,,,
Freephone,1800,10,1800190231,1800190231,Spare,1,,,,,,,
Freephone,1800,10,1800190233,1800190236,Spare,4,,,,,,,
Freephone,1800,10,1800190238,1800190240,Spare,3,,,,,,,
Freephone,1800,10,1800190242,1800190250,Spare,9,,,,,,,
Freephone,1800,10,1800190252,1800190253,Spare,2,,,,,,,
Freephone,1800,10,1800190255,1800190259,Spare,5,,,,,,,
Freephone,1800,10,1800190261,1800190265,Spare,5,,,,,,,
Freephone,1800,10,1800190267,1800190268,Spare,2,,,,,,,
Freephone,1800,10,1800190270,1800190276,Spare,7,,,,,,,
Freephone,1800,10,1800190279,1800190285,Spare,7,,,,,,,
Freephone,1800,10,1800190287,1800190287,Spare,1,,,,,,,
Freephone,1800,10,1800190289,1800190301,Spare,13,,,,,,,
Freephone,1800,10,1800190303,1800190305,Spare,3,,,,,,,
Freephone,1800,10,1800190307,1800190325,Spare,19,,,,,,,
Freephone,1800,10,1800190327,1800190334,Spare,8,,,,,,,
Freephone,1800,10,1800190337,1800190362,Spare,26,,,,,,,
Freephone,1800,10,1800190364,1800190366,Spare,3,,,,,,,
Freephone,1800,10,1800190368,1800190386,Spare,19,,,,,,,
Freephone,1800,10,1800190388,1800190412,Spare,25,,,,,,,
Freephone,1800,10,1800190414,1800190425,Spare,12,,,,,,,
Freephone,1800,10,1800190427,1800190461,Spare,35,,,,,,,
Freephone,1800,10,1800190463,1800190466,Spare,4,,,,,,,
Freephone,1800,10,1800190469,1800190476,Spare,8,,,,,,,
Freephone,1800,10,1800190479,1800190485,Spare,7,,,,,,,
Freephone,1800,10,1800190487,1800190487,Spare,1,,,,,,,
Freephone,1800,10,1800190489,1800190489,Spare,1,,,,,,,
Freephone,1800,10,1800190491,1800190495,Spare,5,,,,,,,
Freephone,1800,10,1800190497,1800190497,Spare,1,,,,,,,
Freephone,1800,10,1800190499,1800190508,Spare,10,,,,,,,
Freephone,1800,10,1800190510,1800190516,Spare,7,,,,,,,
Freephone,1800,10,1800190518,1800190520,Spare,3,,,,,,,
Freephone,1800,10,1800190522,1800190538,Spare,17,,,,,,,
Freephone,1800,10,1800190540,1800190540,Spare,1,,,,,,,
Freephone,1800,10,1800190542,1800190561,Spare,20,,,,,,,
Freephone,1800,10,1800190563,1800190567,Spare,5,,,,,,,
Freephone,1800,10,1800190569,1800190571,Spare,3,,,,,,,
Freephone,1800,10,1800190573,1800190577,Spare,5,,,,,,,
Freephone,1800,10,1800190579,1800190580,Spare,2,,,,,,,
Freephone,1800,10,1800190583,1800190585,Spare,3,,,,,,,
Freephone,1800,10,1800190587,1800190597,Spare,11,,,,,,,
Freephone,1800,10,1800190599,1800190609,Spare,11,,,,,,,
Freephone,1800,10,1800190612,1800190613,Spare,2,,,,,,,
Freephone,1800,10,1800190616,1800190628,Spare,13,,,,,,,
Freephone,1800,10,1800190630,1800190631,Spare,2,,,,,,,
Freephone,1800,10,1800190634,1800190634,Spare,1,,,,,,,
Freephone,1800,10,1800190636,1800190646,Spare,11,,,,,,,
Freephone,1800,10,1800190649,1800190656,Spare,8,,,,,,,
Freephone,1800,10,1800190658,1800190660,Spare,3,,,,,,,
Freephone,1800,10,1800190662,1800190678,Spare,17,,,,,,,
Freephone,1800,10,1800190680,1800190697,Spare,18,,,,,,,
Freephone,1800,10,1800190699,1800190700,Spare,2,,,,,,,
Freephone,1800,10,1800190702,1800190719,Spare,18,,,,,,,
Freephone,1800,10,1800190721,1800190762,Spare,42,,,,,,,
Freephone,1800,10,1800190764,1800190765,Spare,2,,,,,,,
Freephone,1800,10,1800190767,1800190788,Spare,22,,,,,,,
Freephone,1800,10,1800190790,1800190806,Spare,17,,,,,,,
Freephone,1800,10,1800190808,1800190808,Spare,1,,,,,,,
Freephone,1800,10,1800190810,1800190829,Spare,20,,,,,,,
Freephone,1800,10,1800190831,1800190841,Spare,11,,,,,,,
Freephone,1800,10,1800190843,1800190851,Spare,9,,,,,,,
Freephone,1800,10,1800190853,1800190856,Spare,4,,,,,,,
Freephone,1800,10,1800190858,1800190860,Spare,3,,,,,,,
Freephone,1800,10,1800190862,1800190863,Spare,2,,,,,,,
Freephone,1800,10,1800190865,1800190865,Spare,1,,,,,,,
Freephone,1800,10,1800190867,1800190872,Spare,6,,,,,,,
Freephone,1800,10,1800190876,1800190876,Spare,1,,,,,,,
Freephone,1800,10,1800190878,1800190890,Spare,13,,,,,,,
Freephone,1800,10,1800190893,1800190899,Spare,7,,,,,,,
Freephone,1800,10,1800190901,1800190901,Spare,1,,,,,,,
Freephone,1800,10,1800190903,1800190903,Spare,1,,,,,,,
Freephone,1800,10,1800190905,1800190905,Spare,1,,,,,,,
Freephone,1800,10,1800190907,1800190926,Spare,20,,,,,,,
Freephone,1800,10,1800190928,1800190940,Spare,13,,,,,,,
Freephone,1800,10,1800190942,1800190945,Spare,4,,,,,,,
Freephone,1800,10,1800190947,1800190949,Spare,3,,,,,,,
Freephone,1800,10,1800190951,1800190952,Spare,2,,,,,,,
Freephone,1800,10,1800190954,1800190964,Spare,11,,,,,,,
Freephone,1800,10,1800190966,1800190967,Spare,2,,,,,,,
Freephone,1800,10,1800190970,1800190975,Spare,6,,,,,,,
Freephone,1800,10,1800190977,1800190983,Spare,7,,,,,,,
Freephone,1800,10,1800190985,1800190988,Spare,4,,,,,,,
Freephone,1800,10,1800190990,1800190992,Spare,3,,,,,,,
Freephone,1800,10,1800190994,1800190999,Spare,6,,,,,,,
Freephone,1800,10,1800191001,1800191005,Spare,5,,,,,,,
Freephone,1800,10,1800191007,1800191007,Spare,1,,,,,,,
Freephone,1800,10,1800191009,1800191010,Spare,2,,,,,,,
Freephone,1800,10,1800191012,1800191034,Spare,23,,,,,,,
Freephone,1800,10,1800191037,1800191047,Spare,11,,,,,,,
Freephone,1800,10,1800191049,1800191049,Spare,1,,,,,,,
Freephone,1800,10,1800191051,1800191052,Spare,2,,,,,,,
Freephone,1800,10,1800191054,1800191063,Spare,10,,,,,,,
Freephone,1800,10,1800191066,1800191070,Spare,5,,,,,,,
Freephone,1800,10,1800191072,1800191074,Spare,3,,,,,,,
Freephone,1800,10,1800191076,1800191076,Spare,1,,,,,,,
Freephone,1800,10,1800191078,1800191078,Spare,1,,,,,,,
Freephone,1800,10,1800191080,1800191087,Spare,8,,,,,,,
Freephone,1800,10,1800191089,1800191089,Spare,1,,,,,,,
Freephone,1800,10,1800191091,1800191104,Spare,14,,,,,,,
Freephone,1800,10,1800191106,1800191107,Spare,2,,,,,,,
Freephone,1800,10,1800191109,1800191122,Spare,14,,,,,,,
Freephone,1800,10,1800191124,1800191125,Spare,2,,,,,,,
Freephone,1800,10,1800191127,1800191130,Spare,4,,,,,,,
Freephone,1800,10,1800191132,1800191137,Spare,6,,,,,,,
Freephone,1800,10,1800191139,1800191146,Spare,8,,,,,,,
Freephone,1800,10,1800191148,1800191163,Spare,16,,,,,,,
Freephone,1800,10,1800191165,1800191167,Spare,3,,,,,,,
Freephone,1800,10,1800191169,1800191169,Spare,1,,,,,,,
Freephone,1800,10,1800191171,1800191172,Spare,2,,,,,,,
Freephone,1800,10,1800191174,1800191175,Spare,2,,,,,,,
Freephone,1800,10,1800191177,1800191179,Spare,3,,,,,,,
Freephone,1800,10,1800191181,1800191183,Spare,3,,,,,,,
Freephone,1800,10,1800191186,1800191190,Spare,5,,,,,,,
Freephone,1800,10,1800191192,1800191196,Spare,5,,,,,,,
Freephone,1800,10,1800191198,1800191208,Spare,11,,,,,,,
Freephone,1800,10,1800191210,1800191219,Spare,10,,,,,,,
Freephone,1800,10,1800191222,1800191229,Spare,8,,,,,,,
Freephone,1800,10,1800191231,1800191235,Spare,5,,,,,,,
Freephone,1800,10,1800191237,1800191245,Spare,9,,,,,,,
Freephone,1800,10,1800191247,1800191252,Spare,6,,,,,,,
Freephone,1800,10,1800191254,1800191260,Spare,7,,,,,,,
Freephone,1800,10,1800191262,1800191262,Spare,1,,,,,,,
Freephone,1800,10,1800191264,1800191275,Spare,12,,,,,,,
Freephone,1800,10,1800191277,1800191295,Spare,19,,,,,,,
Freephone,1800,10,1800191297,1800191313,Spare,17,,,,,,,
Freephone,1800,10,1800191315,1800191315,Spare,1,,,,,,,
Freephone,1800,10,1800191317,1800191322,Spare,6,,,,,,,
Freephone,1800,10,1800191324,1800191327,Spare,4,,,,,,,
Freephone,1800,10,1800191329,1800191332,Spare,4,,,,,,,
Freephone,1800,10,1800191334,1800191345,Spare,12,,,,,,,
Freephone,1800,10,1800191347,1800191348,Spare,2,,,,,,,
Freephone,1800,10,1800191350,1800191352,Spare,3,,,,,,,
Freephone,1800,10,1800191354,1800191354,Spare,1,,,,,,,
Freephone,1800,10,1800191356,1800191357,Spare,2,,,,,,,
Freephone,1800,10,1800191359,1800191360,Spare,2,,,,,,,
Freephone,1800,10,1800191362,1800191368,Spare,7,,,,,,,
Freephone,1800,10,1800191371,1800191382,Spare,12,,,,,,,
Freephone,1800,10,1800191384,1800191386,Spare,3,,,,,,,
Freephone,1800,10,1800191388,1800191390,Spare,3,,,,,,,
Freephone,1800,10,1800191392,1800191396,Spare,5,,,,,,,
Freephone,1800,10,1800191398,1800191403,Spare,6,,,,,,,
Freephone,1800,10,1800191405,1800191405,Spare,1,,,,,,,
Freephone,1800,10,1800191407,1800191407,Spare,1,,,,,,,
Freephone,1800,10,1800191409,1800191412,Spare,4,,,,,,,
Freephone,1800,10,1800191414,1800191418,Spare,5,,,,,,,
Freephone,1800,10,1800191420,1800191426,Spare,7,,,,,,,
Freephone,1800,10,1800191428,1800191432,Spare,5,,,,,,,
Freephone,1800,10,1800191434,1800191443,Spare,10,,,,,,,
Freephone,1800,10,1800191445,1800191466,Spare,22,,,,,,,
Freephone,1800,10,1800191468,1800191492,Spare,25,,,,,,,
Freephone,1800,10,1800191494,1800191516,Spare,23,,,,,,,
Freephone,1800,10,1800191518,1800191522,Spare,5,,,,,,,
Freephone,1800,10,1800191524,1800191526,Spare,3,,,,,,,
Freephone,1800,10,1800191529,1800191529,Spare,1,,,,,,,
Freephone,1800,10,1800191531,1800191531,Spare,1,,,,,,,
Freephone,1800,10,1800191533,1800191537,Spare,5,,,,,,,
Freephone,1800,10,1800191539,1800191543,Spare,5,,,,,,,
Freephone,1800,10,1800191545,1800191559,Spare,15,,,,,,,
Freephone,1800,10,1800191561,1800191570,Spare,10,,,,,,,
Freephone,1800,10,1800191572,1800191583,Spare,12,,,,,,,
Freephone,1800,10,1800191586,1800191588,Spare,3,,,,,,,
Freephone,1800,10,1800191590,1800191599,Spare,10,,,,,,,
Freephone,1800,10,1800191601,1800191602,Spare,2,,,,,,,
Freephone,1800,10,1800191604,1800191611,Spare,8,,,,,,,
Freephone,1800,10,1800191613,1800191626,Spare,14,,,,,,,
Freephone,1800,10,1800191628,1800191628,Spare,1,,,,,,,
Freephone,1800,10,1800191630,1800191633,Spare,4,,,,,,,
Freephone,1800,10,1800191637,1800191643,Spare,7,,,,,,,
Freephone,1800,10,1800191645,1800191648,Spare,4,,,,,,,
Freephone,1800,10,1800191650,1800191652,Spare,3,,,,,,,
Freephone,1800,10,1800191655,1800191662,Spare,8,,,,,,,
Freephone,1800,10,1800191664,1800191666,Spare,3,,,,,,,
Freephone,1800,10,1800191668,1800191669,Spare,2,,,,,,,
Freephone,1800,10,1800191672,1800191673,Spare,2,,,,,,,
Freephone,1800,10,1800191676,1800191683,Spare,8,,,,,,,
Freephone,1800,10,1800191687,1800191700,Spare,14,,,,,,,
Freephone,1800,10,1800191702,1800191703,Spare,2,,,,,,,
Freephone,1800,10,1800191705,1800191707,Spare,3,,,,,,,
Freephone,1800,10,1800191709,1800191712,Spare,4,,,,,,,
Freephone,1800,10,1800191714,1800191721,Spare,8,,,,,,,
Freephone,1800,10,1800191723,1800191731,Spare,9,,,,,,,
Freephone,1800,10,1800191734,1800191737,Spare,4,,,,,,,
Freephone,1800,10,1800191739,1800191739,Spare,1,,,,,,,
Freephone,1800,10,1800191741,1800191747,Spare,7,,,,,,,
Freephone,1800,10,1800191750,1800191754,Spare,5,,,,,,,
Freephone,1800,10,1800191756,1800191758,Spare,3,,,,,,,
Freephone,1800,10,1800191760,1800191776,Spare,17,,,,,,,
Freephone,1800,10,1800191778,1800191790,Spare,13,,,,,,,
Freephone,1800,10,1800191792,1800191798,Spare,7,,,,,,,
Freephone,1800,10,1800191801,1800191804,Spare,4,,,,,,,
Freephone,1800,10,1800191806,1800191826,Spare,21,,,,,,,
Freephone,1800,10,1800191828,1800191850,Spare,23,,,,,,,
Freephone,1800,10,1800191852,1800191855,Spare,4,,,,,,,
Freephone,1800,10,1800191857,1800191886,Spare,30,,,,,,,
Freephone,1800,10,1800191890,1800191894,Spare,5,,,,,,,
Freephone,1800,10,1800191896,1800191918,Spare,23,,,,,,,
Freephone,1800,10,1800191920,1800191935,Spare,16,,,,,,,
Freephone,1800,10,1800191937,1800191998,Spare,62,,,,,,,
Freephone,1800,10,1800192001,1800192013,Spare,13,,,,,,,
Freephone,1800,10,1800192015,1800192015,Spare,1,,,,,,,
Freephone,1800,10,1800192018,1800192019,Spare,2,,,,,,,
Freephone,1800,10,1800192022,1800192027,Spare,6,,,,,,,
Freephone,1800,10,1800192029,1800192029,Spare,1,,,,,,,
Freephone,1800,10,1800192031,1800192032,Spare,2,,,,,,,
Freephone,1800,10,1800192034,1800192040,Spare,7,,,,,,,
Freephone,1800,10,1800192042,1800192047,Spare,6,,,,,,,
Freephone,1800,10,1800192049,1800192049,Spare,1,,,,,,,
Freephone,1800,10,1800192051,1800192051,Spare,1,,,,,,,
Freephone,1800,10,1800192053,1800192061,Spare,9,,,,,,,
Freephone,1800,10,1800192063,1800192064,Spare,2,,,,,,,
Freephone,1800,10,1800192066,1800192072,Spare,7,,,,,,,
Freephone,1800,10,1800192074,1800192083,Spare,10,,,,,,,
Freephone,1800,10,1800192085,1800192113,Spare,29,,,,,,,
Freephone,1800,10,1800192115,1800192118,Spare,4,,,,,,,
Freephone,1800,10,1800192120,1800192121,Spare,2,,,,,,,
Freephone,1800,10,1800192123,1800192131,Spare,9,,,,,,,
Freephone,1800,10,1800192133,1800192150,Spare,18,,,,,,,
Freephone,1800,10,1800192152,1800192153,Spare,2,,,,,,,
Freephone,1800,10,1800192156,1800192167,Spare,12,,,,,,,
Freephone,1800,10,1800192169,1800192174,Spare,6,,,,,,,
Freephone,1800,10,1800192176,1800192183,Spare,8,,,,,,,
Freephone,1800,10,1800192185,1800192189,Spare,5,,,,,,,
Freephone,1800,10,1800192191,1800192191,Spare,1,,,,,,,
Freephone,1800,10,1800192194,1800192194,Spare,1,,,,,,,
Freephone,1800,10,1800192196,1800192196,Spare,1,,,,,,,
Freephone,1800,10,1800192198,1800192199,Spare,2,,,,,,,
Freephone,1800,10,1800192201,1800192201,Spare,1,,,,,,,
Freephone,1800,10,1800192203,1800192208,Spare,6,,,,,,,
Freephone,1800,10,1800192210,1800192211,Spare,2,,,,,,,
Freephone,1800,10,1800192213,1800192245,Spare,33,,,,,,,
Freephone,1800,10,1800192247,1800192259,Spare,13,,,,,,,
Freephone,1800,10,1800192261,1800192274,Spare,14,,,,,,,
Freephone,1800,10,1800192276,1800192277,Spare,2,,,,,,,
Freephone,1800,10,1800192279,1800192280,Spare,2,,,,,,,
Freephone,1800,10,1800192282,1800192283,Spare,2,,,,,,,
Freephone,1800,10,1800192285,1800192288,Spare,4,,,,,,,
Freephone,1800,10,1800192290,1800192295,Spare,6,,,,,,,
Freephone,1800,10,1800192297,1800192300,Spare,4,,,,,,,
Freephone,1800,10,1800192302,1800192302,Spare,1,,,,,,,
Freephone,1800,10,1800192304,1800192321,Spare,18,,,,,,,
Freephone,1800,10,1800192323,1800192328,Spare,6,,,,,,,
Freephone,1800,10,1800192330,1800192333,Spare,4,,,,,,,
Freephone,1800,10,1800192335,1800192342,Spare,8,,,,,,,
Freephone,1800,10,1800192344,1800192350,Spare,7,,,,,,,
Freephone,1800,10,1800192353,1800192355,Spare,3,,,,,,,
Freephone,1800,10,1800192357,1800192358,Spare,2,,,,,,,
Freephone,1800,10,1800192360,1800192365,Spare,6,,,,,,,
Freephone,1800,10,1800192367,1800192382,Spare,16,,,,,,,
Freephone,1800,10,1800192385,1800192399,Spare,15,,,,,,,
Freephone,1800,10,1800192401,1800192409,Spare,9,,,,,,,
Freephone,1800,10,1800192411,1800192418,Spare,8,,,,,,,
Freephone,1800,10,1800192420,1800192424,Spare,5,,,,,,,
Freephone,1800,10,1800192427,1800192436,Spare,10,,,,,,,
Freephone,1800,10,1800192438,1800192444,Spare,7,,,,,,,
Freephone,1800,10,1800192449,1800192458,Spare,10,,,,,,,
Freephone,1800,10,1800192460,1800192460,Spare,1,,,,,,,
Freephone,1800,10,1800192462,1800192462,Spare,1,,,,,,,
Freephone,1800,10,1800192464,1800192472,Spare,9,,,,,,,
Freephone,1800,10,1800192474,1800192477,Spare,4,,,,,,,
Freephone,1800,10,1800192479,1800192480,Spare,2,,,,,,,
Freephone,1800,10,1800192482,1800192512,Spare,31,,,,,,,
Freephone,1800,10,1800192515,1800192516,Spare,2,,,,,,,
Freephone,1800,10,1800192518,1800192527,Spare,10,,,,,,,
Freephone,1800,10,1800192529,1800192539,Spare,11,,,,,,,
Freephone,1800,10,1800192542,1800192545,Spare,4,,,,,,,
Freephone,1800,10,1800192547,1800192547,Spare,1,,,,,,,
Freephone,1800,10,1800192549,1800192550,Spare,2,,,,,,,
Freephone,1800,10,1800192552,1800192554,Spare,3,,,,,,,
Freephone,1800,10,1800192556,1800192564,Spare,9,,,,,,,
Freephone,1800,10,1800192568,1800192568,Spare,1,,,,,,,
Freephone,1800,10,1800192570,1800192578,Spare,9,,,,,,,
Freephone,1800,10,1800192581,1800192581,Spare,1,,,,,,,
Freephone,1800,10,1800192583,1800192583,Spare,1,,,,,,,
Freephone,1800,10,1800192585,1800192587,Spare,3,,,,,,,
Freephone,1800,10,1800192589,1800192591,Spare,3,,,,,,,
Freephone,1800,10,1800192593,1800192594,Spare,2,,,,,,,
Freephone,1800,10,1800192596,1800192607,Spare,12,,,,,,,
Freephone,1800,10,1800192609,1800192609,Spare,1,,,,,,,
Freephone,1800,10,1800192611,1800192617,Spare,7,,,,,,,
Freephone,1800,10,1800192619,1800192642,Spare,24,,,,,,,
Freephone,1800,10,1800192644,1800192644,Spare,1,,,,,,,
Freephone,1800,10,1800192646,1800192649,Spare,4,,,,,,,
Freephone,1800,10,1800192652,1800192653,Spare,2,,,,,,,
Freephone,1800,10,1800192655,1800192657,Spare,3,,,,,,,
Freephone,1800,10,1800192659,1800192662,Spare,4,,,,,,,
Freephone,1800,10,1800192664,1800192668,Spare,5,,,,,,,
Freephone,1800,10,1800192670,1800192673,Spare,4,,,,,,,
Freephone,1800,10,1800192675,1800192681,Spare,7,,,,,,,
Freephone,1800,10,1800192683,1800192690,Spare,8,,,,,,,
Freephone,1800,10,1800192692,1800192704,Spare,13,,,,,,,
Freephone,1800,10,1800192706,1800192709,Spare,4,,,,,,,
Freephone,1800,10,1800192711,1800192713,Spare,3,,,,,,,
Freephone,1800,10,1800192715,1800192723,Spare,9,,,,,,,
Freephone,1800,10,1800192726,1800192727,Spare,2,,,,,,,
Freephone,1800,10,1800192729,1800192729,Spare,1,,,,,,,
Freephone,1800,10,1800192731,1800192737,Spare,7,,,,,,,
Freephone,1800,10,1800192739,1800192742,Spare,4,,,,,,,
Freephone,1800,10,1800192744,1800192747,Spare,4,,,,,,,
Freephone,1800,10,1800192749,1800192754,Spare,6,,,,,,,
Freephone,1800,10,1800192756,1800192756,Spare,1,,,,,,,
Freephone,1800,10,1800192758,1800192758,Spare,1,,,,,,,
Freephone,1800,10,1800192760,1800192760,Spare,1,,,,,,,
Freephone,1800,10,1800192762,1800192767,Spare,6,,,,,,,
Freephone,1800,10,1800192770,1800192770,Spare,1,,,,,,,
Freephone,1800,10,1800192772,1800192777,Spare,6,,,,,,,
Freephone,1800,10,1800192779,1800192783,Spare,5,,,,,,,
Freephone,1800,10,1800192786,1800192804,Spare,19,,,,,,,
Freephone,1800,10,1800192806,1800192812,Spare,7,,,,,,,
Freephone,1800,10,1800192814,1800192819,Spare,6,,,,,,,
Freephone,1800,10,1800192821,1800192823,Spare,3,,,,,,,
Freephone,1800,10,1800192825,1800192834,Spare,10,,,,,,,
Freephone,1800,10,1800192836,1800192836,Spare,1,,,,,,,
Freephone,1800,10,1800192838,1800192862,Spare,25,,,,,,,
Freephone,1800,10,1800192864,1800192866,Spare,3,,,,,,,
Freephone,1800,10,1800192869,1800192875,Spare,7,,,,,,,
Freephone,1800,10,1800192877,1800192880,Spare,4,,,,,,,
Freephone,1800,10,1800192883,1800192891,Spare,9,,,,,,,
Freephone,1800,10,1800192893,1800192899,Spare,7,,,,,,,
Freephone,1800,10,1800192902,1800192906,Spare,5,,,,,,,
Freephone,1800,10,1800192908,1800192909,Spare,2,,,,,,,
Freephone,1800,10,1800192911,1800192911,Spare,1,,,,,,,
Freephone,1800,10,1800192913,1800192916,Spare,4,,,,,,,
Freephone,1800,10,1800192920,1800192921,Spare,2,,,,,,,
Freephone,1800,10,1800192923,1800192928,Spare,6,,,,,,,
Freephone,1800,10,1800192930,1800192937,Spare,8,,,,,,,
Freephone,1800,10,1800192941,1800192950,Spare,10,,,,,,,
Freephone,1800,10,1800192952,1800192956,Spare,5,,,,,,,
Freephone,1800,10,1800192958,1800192969,Spare,12,,,,,,,
Freephone,1800,10,1800192971,1800192973,Spare,3,,,,,,,
Freephone,1800,10,1800192975,1800192977,Spare,3,,,,,,,
Freephone,1800,10,1800192979,1800193001,Spare,23,,,,,,,
Freephone,1800,10,1800193003,1800193015,Spare,13,,,,,,,
Freephone,1800,10,1800193017,1800193022,Spare,6,,,,,,,
Freephone,1800,10,1800193024,1800193032,Spare,9,,,,,,,
Freephone,1800,10,1800193034,1800193039,Spare,6,,,,,,,
Freephone,1800,10,1800193041,1800193076,Spare,36,,,,,,,
Freephone,1800,10,1800193078,1800193086,Spare,9,,,,,,,
Freephone,1800,10,1800193089,1800193090,Spare,2,,,,,,,
Freephone,1800,10,1800193093,1800193098,Spare,6,,,,,,,
Freephone,1800,10,1800193100,1800193110,Spare,11,,,,,,,
Freephone,1800,10,1800193112,1800193119,Spare,8,,,,,,,
Freephone,1800,10,1800193121,1800193121,Spare,1,,,,,,,
Freephone,1800,10,1800193124,1800193126,Spare,3,,,,,,,
Freephone,1800,10,1800193128,1800193133,Spare,6,,,,,,,
Freephone,1800,10,1800193135,1800193150,Spare,16,,,,,,,
Freephone,1800,10,1800193152,1800193164,Spare,13,,,,,,,
Freephone,1800,10,1800193166,1800193176,Spare,11,,,,,,,
Freephone,1800,10,1800193178,1800193181,Spare,4,,,,,,,
Freephone,1800,10,1800193185,1800193190,Spare,6,,,,,,,
Freephone,1800,10,1800193192,1800193192,Spare,1,,,,,,,
Freephone,1800,10,1800193195,1800193209,Spare,15,,,,,,,
Freephone,1800,10,1800193211,1800193211,Spare,1,,,,,,,
Freephone,1800,10,1800193214,1800193232,Spare,19,,,,,,,
Freephone,1800,10,1800193234,1800193239,Spare,6,,,,,,,
Freephone,1800,10,1800193241,1800193243,Spare,3,,,,,,,
Freephone,1800,10,1800193245,1800193247,Spare,3,,,,,,,
Freephone,1800,10,1800193249,1800193263,Spare,15,,,,,,,
Freephone,1800,10,1800193265,1800193267,Spare,3,,,,,,,
Freephone,1800,10,1800193269,1800193269,Spare,1,,,,,,,
Freephone,1800,10,1800193271,1800193271,Spare,1,,,,,,,
Freephone,1800,10,1800193273,1800193280,Spare,8,,,,,,,
Freephone,1800,10,1800193282,1800193292,Spare,11,,,,,,,
Freephone,1800,10,1800193294,1800193298,Spare,5,,,,,,,
Freephone,1800,10,1800193300,1800193310,Spare,11,,,,,,,
Freephone,1800,10,1800193312,1800193312,Spare,1,,,,,,,
Freephone,1800,10,1800193314,1800193319,Spare,6,,,,,,,
Freephone,1800,10,1800193321,1800193323,Spare,3,,,,,,,
Freephone,1800,10,1800193325,1800193327,Spare,3,,,,,,,
Freephone,1800,10,1800193329,1800193330,Spare,2,,,,,,,
Freephone,1800,10,1800193332,1800193332,Spare,1,,,,,,,
Freephone,1800,10,1800193336,1800193340,Spare,5,,,,,,,
Freephone,1800,10,1800193342,1800193346,Spare,5,,,,,,,
Freephone,1800,10,1800193351,1800193354,Spare,4,,,,,,,
Freephone,1800,10,1800193356,1800193358,Spare,3,,,,,,,
Freephone,1800,10,1800193360,1800193360,Spare,1,,,,,,,
Freephone,1800,10,1800193363,1800193380,Spare,18,,,,,,,
Freephone,1800,10,1800193382,1800193384,Spare,3,,,,,,,
Freephone,1800,10,1800193386,1800193386,Spare,1,,,,,,,
Freephone,1800,10,1800193388,1800193392,Spare,5,,,,,,,
Freephone,1800,10,1800193394,1800193403,Spare,10,,,,,,,
Freephone,1800,10,1800193406,1800193410,Spare,5,,,,,,,
Freephone,1800,10,1800193412,1800193415,Spare,4,,,,,,,
Freephone,1800,10,1800193417,1800193422,Spare,6,,,,,,,
Freephone,1800,10,1800193424,1800193425,Spare,2,,,,,,,
Freephone,1800,10,1800193427,1800193437,Spare,11,,,,,,,
Freephone,1800,10,1800193439,1800193443,Spare,5,,,,,,,
Freephone,1800,10,1800193445,1800193452,Spare,8,,,,,,,
Freephone,1800,10,1800193454,1800193454,Spare,1,,,,,,,
Freephone,1800,10,1800193457,1800193458,Spare,2,,,,,,,
